scientific_name,avilist_common_name,avilist_taxon_rank,avilist_order,avilist_family,avilist_iucn_status,avilist_avibase_id,genus
Anthus trivialis trivialis,,subspecies,Passeriformes,Motacillidae,,avibase-FA565BD2,Anthus
Anthus trivialis haringtoni,,subspecies,Passeriformes,Motacillidae,,avibase-DD017477,Anthus
Anthus hodgsoni,Olive-backed Pipit,species,Passeriformes,Motacillidae,LC,avibase-25F7AF65,Anthus
Anthus hodgsoni hodgsoni,,subspecies,Passeriformes,Motacillidae,,avibase-CDFEDBE2,Anthus
Anthus hodgsoni yunnanensis,,subspecies,Passeriformes,Motacillidae,,avibase-4E5D4016,Anthus
Anthus cervinus,Red-throated Pipit,species,Passeriformes,Motacillidae,LC,avibase-319D044A,Anthus
Anthus roseatus,Rosy Pipit,species,Passeriformes,Motacillidae,LC,avibase-6137BE25,Anthus
Anthus japonicus,Siberian Pipit,species,Passeriformes,Motacillidae,NE,avibase-CEF9CA9D,Anthus
Anthus rubescens,American Pipit,species,Passeriformes,Motacillidae,NE,avibase-CDA2E56B,Anthus
Anthus rubescens rubescens,,subspecies,Passeriformes,Motacillidae,,avibase-DDF93EF5,Anthus
Anthus rubescens alticola,,subspecies,Passeriformes,Motacillidae,,avibase-2A4E4E6C,Anthus
Anthus pratensis,Meadow Pipit,species,Passeriformes,Motacillidae,LC,avibase-14873249,Anthus
Anthus petrosus,European Rock Pipit,species,Passeriformes,Motacillidae,LC,avibase-E1CBB1C2,Anthus
Anthus petrosus petrosus,,subspecies,Passeriformes,Motacillidae,,avibase-4BA28084,Anthus
Anthus petrosus littoralis,,subspecies,Passeriformes,Motacillidae,,avibase-7A9692A4,Anthus
Anthus spinoletta,Water Pipit,species,Passeriformes,Motacillidae,LC,avibase-0A3FA185,Anthus
Anthus spinoletta spinoletta,,subspecies,Passeriformes,Motacillidae,,avibase-56C9EDEE,Anthus
Anthus spinoletta coutellii,,subspecies,Passeriformes,Motacillidae,,avibase-971874C7,Anthus
Anthus spinoletta blakistoni,,subspecies,Passeriformes,Motacillidae,,avibase-B7B92F8C,Anthus
Fringillidae,,family,Passeriformes,Fringillidae,,,Fringillidae
Fringilla,,genus,Passeriformes,Fringillidae,,,Fringilla
Fringilla montifringilla,Brambling,species,Passeriformes,Fringillidae,LC,avibase-E16B2C03,Fringilla
Fringilla teydea,Tenerife Blue Chaffinch,species,Passeriformes,Fringillidae,NT,avibase-A338CC4F,Fringilla
Fringilla polatzeki,Gran Canaria Blue Chaffinch,species,Passeriformes,Fringillidae,EN,avibase-EE6907BB,Fringilla
Fringilla spodiogenys,African Chaffinch,species,Passeriformes,Fringillidae,NE,avibase-9C8662BB,Fringilla
Fringilla spodiogenys africana,,subspecies,Passeriformes,Fringillidae,,avibase-376882CE,Fringilla
Fringilla spodiogenys harterti,,subspecies,Passeriformes,Fringillidae,,avibase-1201F675,Fringilla
Fringilla spodiogenys spodiogenys,,subspecies,Passeriformes,Fringillidae,,avibase-540721BA,Fringilla
Fringilla coelebs,Eurasian Chaffinch,species,Passeriformes,Fringillidae,NE,avibase-6364E4A5,Fringilla
Fringilla coelebs gengleri,,subspecies,Passeriformes,Fringillidae,,avibase-AB6E962A,Fringilla
Fringilla coelebs coelebs,,subspecies,Passeriformes,Fringillidae,,avibase-7A6ABC07,Fringilla
Fringilla coelebs solomkoi,,subspecies,Passeriformes,Fringillidae,,avibase-FF85938F,Fringilla
Fringilla coelebs sarda,,subspecies,Passeriformes,Fringillidae,,avibase-7D2F705F,Fringilla
Fringilla coelebs syriaca,,subspecies,Passeriformes,Fringillidae,,avibase-D62BE2E6,Fringilla
Fringilla coelebs alexandrovi,,subspecies,Passeriformes,Fringillidae,,avibase-029D0994,Fringilla
Fringilla coelebs transcaspia,,subspecies,Passeriformes,Fringillidae,,avibase-5C5B1C82,Fringilla
Fringilla moreletti,Azores Chaffinch,species,Passeriformes,Fringillidae,NE,avibase-D77B121C,Fringilla
Fringilla maderensis,Madeira Chaffinch,species,Passeriformes,Fringillidae,NE,avibase-3F80A0BC,Fringilla
Fringilla canariensis,Canary Islands Chaffinch,species,Passeriformes,Fringillidae,NE,avibase-1E2D705D,Fringilla
Fringilla canariensis canariensis,,subspecies,Passeriformes,Fringillidae,,avibase-8CC803F0,Fringilla
Fringilla canariensis bakeri,,subspecies,Passeriformes,Fringillidae,,avibase-93082E9D,Fringilla
Fringilla canariensis ombriosa,,subspecies,Passeriformes,Fringillidae,,avibase-9A34E0F0,Fringilla
Fringilla canariensis palmae,,subspecies,Passeriformes,Fringillidae,,avibase-305F7CDF,Fringilla
Chlorophonia,,genus,Passeriformes,Fringillidae,,,Chlorophonia
Chlorophonia elegantissima,Elegant Euphonia,species,Passeriformes,Fringillidae,LC,avibase-35A15369,Chlorophonia
Chlorophonia elegantissima rileyi,,subspecies,Passeriformes,Fringillidae,,avibase-72A7456B,Chlorophonia
Chlorophonia elegantissima elegantissima,,subspecies,Passeriformes,Fringillidae,,avibase-973A5327,Chlorophonia
Chlorophonia elegantissima vincens,,subspecies,Passeriformes,Fringillidae,,avibase-C1AB3347,Chlorophonia
Chlorophonia musica,Hispaniolan Euphonia,species,Passeriformes,Fringillidae,LC,avibase-1BF6597F,Chlorophonia
Chlorophonia sclateri,Puerto Rican Euphonia,species,Passeriformes,Fringillidae,LC,avibase-DF48C724,Chlorophonia
Chlorophonia flavifrons,Lesser Antillean Euphonia,species,Passeriformes,Fringillidae,LC,avibase-3A3120CE,Chlorophonia
Chlorophonia cyanocephala,Golden-rumped Euphonia,species,Passeriformes,Fringillidae,LC,avibase-852ECDA2,Chlorophonia
Chlorophonia cyanocephala pelzelni,,subspecies,Passeriformes,Fringillidae,,avibase-ED7497C4,Chlorophonia
Chlorophonia cyanocephala insignis,,subspecies,Passeriformes,Fringillidae,,avibase-6A262517,Chlorophonia
Chlorophonia cyanocephala cyanocephala,,subspecies,Passeriformes,Fringillidae,,avibase-EB15325E,Chlorophonia
Chlorophonia cyanea,Blue-naped Chlorophonia,species,Passeriformes,Fringillidae,LC,avibase-AB545C67,Chlorophonia
Chlorophonia cyanea psittacina,,subspecies,Passeriformes,Fringillidae,,avibase-0731E977,Chlorophonia
Chlorophonia cyanea frontalis,,subspecies,Passeriformes,Fringillidae,,avibase-2937969B,Chlorophonia
Chlorophonia cyanea minuscula,,subspecies,Passeriformes,Fringillidae,,avibase-9FDBB6C1,Chlorophonia
Chlorophonia cyanea roraimae,,subspecies,Passeriformes,Fringillidae,,avibase-9E967516,Chlorophonia
Chlorophonia cyanea intensa,,subspecies,Passeriformes,Fringillidae,,avibase-D48E4299,Chlorophonia
Chlorophonia cyanea longipennis,,subspecies,Passeriformes,Fringillidae,,avibase-4CE00195,Chlorophonia
Chlorophonia cyanea cyanea,,subspecies,Passeriformes,Fringillidae,,avibase-B312454B,Chlorophonia
Chlorophonia pyrrhophrys,Chestnut-breasted Chlorophonia,species,Passeriformes,Fringillidae,LC,avibase-6538B254,Chlorophonia
Chlorophonia flavirostris,Yellow-collared Chlorophonia,species,Passeriformes,Fringillidae,LC,avibase-C6D30C38,Chlorophonia
Chlorophonia occipitalis,Blue-crowned Chlorophonia,species,Passeriformes,Fringillidae,LC,avibase-6BB566A5,Chlorophonia
Chlorophonia callophrys,Golden-browed Chlorophonia,species,Passeriformes,Fringillidae,LC,avibase-5288BFA0,Chlorophonia
Euphonia,,genus,Passeriformes,Fringillidae,,,Euphonia
Euphonia jamaica,Jamaican Euphonia,species,Passeriformes,Fringillidae,LC,avibase-2F99B3B8,Euphonia
Euphonia saturata,Orange-crowned Euphonia,species,Passeriformes,Fringillidae,LC,avibase-692B43A6,Euphonia
Euphonia plumbea,Plumbeous Euphonia,species,Passeriformes,Fringillidae,LC,avibase-7E786B68,Euphonia
Euphonia chlorotica,Purple-throated Euphonia,species,Passeriformes,Fringillidae,LC,avibase-71C90D9E,Euphonia
Euphonia chlorotica cynophora,,subspecies,Passeriformes,Fringillidae,,avibase-D7A8E4C4,Euphonia
Euphonia chlorotica chlorotica,,subspecies,Passeriformes,Fringillidae,,avibase-D4C1CC81,Euphonia
Euphonia chlorotica amazonica,,subspecies,Passeriformes,Fringillidae,,avibase-EFE2B95F,Euphonia
Euphonia chlorotica taczanowskii,,subspecies,Passeriformes,Fringillidae,,avibase-2914E53E,Euphonia
Euphonia chlorotica serrirostris,,subspecies,Passeriformes,Fringillidae,,avibase-4254490C,Euphonia
Euphonia finschi,Finsch's Euphonia,species,Passeriformes,Fringillidae,LC,avibase-E921FDF3,Euphonia
Euphonia concinna,Velvet-fronted Euphonia,species,Passeriformes,Fringillidae,LC,avibase-D6D63B24,Euphonia
Euphonia trinitatis,Trinidad Euphonia,species,Passeriformes,Fringillidae,LC,avibase-1DF34F2F,Euphonia
Euphonia godmani,West Mexican Euphonia,species,Passeriformes,Fringillidae,NE,avibase-07FE7263,Euphonia
Euphonia affinis,Scrub Euphonia,species,Passeriformes,Fringillidae,NE,avibase-C29CE0E7,Euphonia
Euphonia affinis olmecorum,,subspecies,Passeriformes,Fringillidae,,avibase-D16EDD90,Euphonia
Euphonia affinis affinis,,subspecies,Passeriformes,Fringillidae,,avibase-08316497,Euphonia
Euphonia luteicapilla,Yellow-crowned Euphonia,species,Passeriformes,Fringillidae,LC,avibase-D647F6B4,Euphonia
Euphonia chrysopasta,White-lored Euphonia,species,Passeriformes,Fringillidae,LC,avibase-313E4A17,Euphonia
Euphonia chrysopasta chrysopasta,,subspecies,Passeriformes,Fringillidae,,avibase-161C58BA,Euphonia
Euphonia chrysopasta nitida,,subspecies,Passeriformes,Fringillidae,,avibase-B0FB3634,Euphonia
Euphonia minuta,White-vented Euphonia,species,Passeriformes,Fringillidae,LC,avibase-A243C1D2,Euphonia
Euphonia minuta humilis,,subspecies,Passeriformes,Fringillidae,,avibase-A74B45B2,Euphonia
Euphonia minuta minuta,,subspecies,Passeriformes,Fringillidae,,avibase-27F4C35B,Euphonia
Euphonia chalybea,Green-chinned Euphonia,species,Passeriformes,Fringillidae,LC,avibase-63D35B4C,Euphonia
Euphonia violacea,Violaceous Euphonia,species,Passeriformes,Fringillidae,LC,avibase-94AF0857,Euphonia
Euphonia violacea rodwayi,,subspecies,Passeriformes,Fringillidae,,avibase-6D5F7773,Euphonia
Euphonia violacea violacea,,subspecies,Passeriformes,Fringillidae,,avibase-4414619A,Euphonia
Euphonia violacea aurantiicollis,,subspecies,Passeriformes,Fringillidae,,avibase-C5626EDA,Euphonia
Euphonia hirundinacea,Yellow-throated Euphonia,species,Passeriformes,Fringillidae,LC,avibase-3CD68A81,Euphonia
Euphonia hirundinacea suttoni,,subspecies,Passeriformes,Fringillidae,,avibase-7EC4AFF3,Euphonia
Euphonia hirundinacea caribbaea,,subspecies,Passeriformes,Fringillidae,,avibase-851D04A2,Euphonia
Euphonia hirundinacea hirundinacea,,subspecies,Passeriformes,Fringillidae,,avibase-4A20102B,Euphonia
Euphonia hirundinacea gnatho,,subspecies,Passeriformes,Fringillidae,,avibase-3B236C40,Euphonia
Euphonia laniirostris,Thick-billed Euphonia,species,Passeriformes,Fringillidae,LC,avibase-F1D2C345,Euphonia
Euphonia laniirostris crassirostris,,subspecies,Passeriformes,Fringillidae,,avibase-3704E011,Euphonia
Euphonia laniirostris melanura,,subspecies,Passeriformes,Fringillidae,,avibase-5DF446F6,Euphonia
Euphonia laniirostris hypoxantha,,subspecies,Passeriformes,Fringillidae,,avibase-386E00C5,Euphonia
Euphonia laniirostris zopholega,,subspecies,Passeriformes,Fringillidae,,avibase-6DE5CECD,Euphonia
Euphonia laniirostris laniirostris,,subspecies,Passeriformes,Fringillidae,,avibase-31F02E5F,Euphonia
Euphonia imitans,Spot-crowned Euphonia,species,Passeriformes,Fringillidae,LC,avibase-41B85100,Euphonia
Euphonia gouldi,Olive-backed Euphonia,species,Passeriformes,Fringillidae,LC,avibase-C3FD23AB,Euphonia
Euphonia gouldi gouldi,,subspecies,Passeriformes,Fringillidae,,avibase-A2F6E4C2,Euphonia
Euphonia gouldi praetermissa,,subspecies,Passeriformes,Fringillidae,,avibase-6AF72478,Euphonia
Euphonia fulvicrissa,Fulvous-vented Euphonia,species,Passeriformes,Fringillidae,LC,avibase-0676F27A,Euphonia
Euphonia fulvicrissa fulvicrissa,,subspecies,Passeriformes,Fringillidae,,avibase-12DF9716,Euphonia
Euphonia fulvicrissa omissa,,subspecies,Passeriformes,Fringillidae,,avibase-B35C20C2,Euphonia
Euphonia fulvicrissa purpurascens,,subspecies,Passeriformes,Fringillidae,,avibase-6CC35571,Euphonia
Euphonia anneae,Tawny-capped Euphonia,species,Passeriformes,Fringillidae,LC,avibase-3737630E,Euphonia
Euphonia anneae anneae,,subspecies,Passeriformes,Fringillidae,,avibase-2B237542,Euphonia
Euphonia anneae rufivertex,,subspecies,Passeriformes,Fringillidae,,avibase-03B5F629,Euphonia
Euphonia xanthogaster,Orange-bellied Euphonia,species,Passeriformes,Fringillidae,LC,avibase-2D1A6C0F,Euphonia
Euphonia xanthogaster oressinoma,,subspecies,Passeriformes,Fringillidae,,avibase-E2FFCA52,Euphonia
Euphonia xanthogaster chocoensis,,subspecies,Passeriformes,Fringillidae,,avibase-8DFEA5FE,Euphonia
Euphonia xanthogaster badissima,,subspecies,Passeriformes,Fringillidae,,avibase-75F625E4,Euphonia
Euphonia xanthogaster quitensis,,subspecies,Passeriformes,Fringillidae,,avibase-D33AA6DE,Euphonia
Euphonia xanthogaster dilutior,,subspecies,Passeriformes,Fringillidae,,avibase-C5011F2E,Euphonia
Euphonia xanthogaster cyanonota,,subspecies,Passeriformes,Fringillidae,,avibase-58BC7815,Euphonia
Euphonia xanthogaster brunneifrons,,subspecies,Passeriformes,Fringillidae,,avibase-548A8E09,Euphonia
Euphonia xanthogaster ruficeps,,subspecies,Passeriformes,Fringillidae,,avibase-7EE9BC78,Euphonia
Euphonia xanthogaster brevirostris,,subspecies,Passeriformes,Fringillidae,,avibase-9B875ABF,Euphonia
Euphonia xanthogaster exsul,,subspecies,Passeriformes,Fringillidae,,avibase-F60139E8,Euphonia
Euphonia xanthogaster xanthogaster,,subspecies,Passeriformes,Fringillidae,,avibase-BA9DCD5C,Euphonia
Euphonia mesochrysa,Bronze-green Euphonia,species,Passeriformes,Fringillidae,LC,avibase-B4326435,Euphonia
Euphonia mesochrysa mesochrysa,,subspecies,Passeriformes,Fringillidae,,avibase-C30EE1F3,Euphonia
Euphonia mesochrysa media,,subspecies,Passeriformes,Fringillidae,,avibase-9F8B244D,Euphonia
Euphonia mesochrysa tavarae,,subspecies,Passeriformes,Fringillidae,,avibase-6A467F1C,Euphonia
Euphonia cayennensis,Golden-sided Euphonia,species,Passeriformes,Fringillidae,LC,avibase-68B4875F,Euphonia
Euphonia rufiventris,Rufous-bellied Euphonia,species,Passeriformes,Fringillidae,LC,avibase-C49D0B95,Euphonia
Euphonia rufiventris rufiventris,,subspecies,Passeriformes,Fringillidae,,avibase-BC2D7E92,Euphonia
Euphonia rufiventris carnegiei,,subspecies,Passeriformes,Fringillidae,,avibase-82DF6829,Euphonia
Euphonia pectoralis,Chestnut-bellied Euphonia,species,Passeriformes,Fringillidae,LC,avibase-128745BF,Euphonia
Mycerobas,,genus,Passeriformes,Fringillidae,,,Mycerobas
Mycerobas icterioides,Black-and-yellow Grosbeak,species,Passeriformes,Fringillidae,LC,avibase-91A4FA36,Mycerobas
Mycerobas affinis,Collared Grosbeak,species,Passeriformes,Fringillidae,LC,avibase-F7B5C386,Mycerobas
Mycerobas melanozanthos,Spot-winged Grosbeak,species,Passeriformes,Fringillidae,LC,avibase-7AF5B51C,Mycerobas
Mycerobas carnipes,White-winged Grosbeak,species,Passeriformes,Fringillidae,LC,avibase-E3BD8022,Mycerobas
Mycerobas carnipes speculigerus,,subspecies,Passeriformes,Fringillidae,,avibase-740882CF,Mycerobas
Mycerobas carnipes carnipes,,subspecies,Passeriformes,Fringillidae,,avibase-D4CE77DD,Mycerobas
Hesperiphona,,genus,Passeriformes,Fringillidae,,,Hesperiphona
Hesperiphona vespertina,Evening Grosbeak,species,Passeriformes,Fringillidae,VU,avibase-C6B5497C,Hesperiphona
Hesperiphona vespertina vespertina,,subspecies,Passeriformes,Fringillidae,,avibase-EA384263,Hesperiphona
Hesperiphona vespertina brooksi,,subspecies,Passeriformes,Fringillidae,,avibase-C387B314,Hesperiphona
Hesperiphona vespertina montana,,subspecies,Passeriformes,Fringillidae,,avibase-D5A6F762,Hesperiphona
Hesperiphona abeillei,Hooded Grosbeak,species,Passeriformes,Fringillidae,LC,avibase-5C079E0C,Hesperiphona
Hesperiphona abeillei pallida,,subspecies,Passeriformes,Fringillidae,,avibase-B618FD1A,Hesperiphona
Hesperiphona abeillei saturata,,subspecies,Passeriformes,Fringillidae,,avibase-F2733463,Hesperiphona
Hesperiphona abeillei abeillei,,subspecies,Passeriformes,Fringillidae,,avibase-D244CC23,Hesperiphona
Hesperiphona abeillei cobanensis,,subspecies,Passeriformes,Fringillidae,,avibase-17B0BC4D,Hesperiphona
Coccothraustes,,genus,Passeriformes,Fringillidae,,,Coccothraustes
Coccothraustes coccothraustes,Hawfinch,species,Passeriformes,Fringillidae,LC,avibase-84E1F114,Coccothraustes
Coccothraustes coccothraustes coccothraustes,,subspecies,Passeriformes,Fringillidae,,avibase-255036C7,Coccothraustes
Coccothraustes coccothraustes buvryi,,subspecies,Passeriformes,Fringillidae,,avibase-F597D22B,Coccothraustes
Coccothraustes coccothraustes nigricans,,subspecies,Passeriformes,Fringillidae,,avibase-B2D14663,Coccothraustes
Coccothraustes coccothraustes humii,,subspecies,Passeriformes,Fringillidae,,avibase-7EC65E34,Coccothraustes
Coccothraustes coccothraustes shulpini,,subspecies,Passeriformes,Fringillidae,,avibase-C43AA65F,Coccothraustes
Coccothraustes coccothraustes japonicus,,subspecies,Passeriformes,Fringillidae,,avibase-D57E9EBB,Coccothraustes
Eophona,,genus,Passeriformes,Fringillidae,,,Eophona
Eophona personata,Japanese Grosbeak,species,Passeriformes,Fringillidae,LC,avibase-A682E863,Eophona
Eophona personata personata,,subspecies,Passeriformes,Fringillidae,,avibase-67C0F9B0,Eophona
Eophona personata magnirostris,,subspecies,Passeriformes,Fringillidae,,avibase-67EE5ACF,Eophona
Eophona migratoria,Chinese Grosbeak,species,Passeriformes,Fringillidae,LC,avibase-507C9379,Eophona
Eophona migratoria migratoria,,subspecies,Passeriformes,Fringillidae,,avibase-2951077A,Eophona
Eophona migratoria sowerbyi,,subspecies,Passeriformes,Fringillidae,,avibase-464F5093,Eophona
Carpodacus,,genus,Passeriformes,Fringillidae,,,Carpodacus
Carpodacus sipahi,Scarlet Finch,species,Passeriformes,Fringillidae,LC,avibase-1884ACC6,Carpodacus
Carpodacus erythrinus,Common Rosefinch,species,Passeriformes,Fringillidae,LC,avibase-3A713345,Carpodacus
Carpodacus erythrinus erythrinus,,subspecies,Passeriformes,Fringillidae,,avibase-10599575,Carpodacus
Carpodacus erythrinus grebnitskii,,subspecies,Passeriformes,Fringillidae,,avibase-71BCAAB9,Carpodacus
Carpodacus erythrinus kubanensis,,subspecies,Passeriformes,Fringillidae,,avibase-7254791C,Carpodacus
Carpodacus erythrinus ferghanensis,,subspecies,Passeriformes,Fringillidae,,avibase-802C5373,Carpodacus
Carpodacus erythrinus roseatus,,subspecies,Passeriformes,Fringillidae,,avibase-F604D91A,Carpodacus
Carpodacus ferreorostris,Bonin Grosbeak,species,Passeriformes,Fringillidae,EX,avibase-0DD36226,Carpodacus
Carpodacus rhodochlamys,Red-mantled Rosefinch,species,Passeriformes,Fringillidae,NE,avibase-6670D2A6,Carpodacus
Carpodacus grandis,Blyth's Rosefinch,species,Passeriformes,Fringillidae,NE,avibase-2FF259E0,Carpodacus
Carpodacus waltoni,Pink-rumped Rosefinch,species,Passeriformes,Fringillidae,LC,avibase-1A121D37,Carpodacus
Carpodacus waltoni waltoni,,subspecies,Passeriformes,Fringillidae,,avibase-2FE042EB,Carpodacus
Carpodacus waltoni eos,,subspecies,Passeriformes,Fringillidae,,avibase-D23B91CE,Carpodacus
Carpodacus davidianus,Chinese Beautiful Rosefinch,species,Passeriformes,Fringillidae,NE,avibase-540EE551,Carpodacus
Carpodacus pulcherrimus,Himalayan Beautiful Rosefinch,species,Passeriformes,Fringillidae,NE,avibase-60DE3563,Carpodacus
Carpodacus pulcherrimus pulcherrimus,,subspecies,Passeriformes,Fringillidae,,avibase-4E45F1BD,Carpodacus
Carpodacus pulcherrimus argyrophrys,,subspecies,Passeriformes,Fringillidae,,avibase-9134F508,Carpodacus
Carpodacus edwardsii,Dark-rumped Rosefinch,species,Passeriformes,Fringillidae,LC,avibase-9C8F0B66,Carpodacus
Carpodacus edwardsii edwardsii,,subspecies,Passeriformes,Fringillidae,,avibase-16284F49,Carpodacus
Carpodacus edwardsii rubicundus,,subspecies,Passeriformes,Fringillidae,,avibase-4C4E624E,Carpodacus
Carpodacus rodochroa,Pink-browed Rosefinch,species,Passeriformes,Fringillidae,LC,avibase-0D592D10,Carpodacus
Carpodacus verreauxii,Sharpe's Rosefinch,species,Passeriformes,Fringillidae,LC,avibase-83525783,Carpodacus
Carpodacus rodopeplus,Spot-winged Rosefinch,species,Passeriformes,Fringillidae,LC,avibase-013420E1,Carpodacus
Carpodacus vinaceus,Vinaceous Rosefinch,species,Passeriformes,Fringillidae,LC,avibase-86EBCA5D,Carpodacus
Carpodacus formosanus,Taiwan Rosefinch,species,Passeriformes,Fringillidae,LC,avibase-9EFFB614,Carpodacus
Carpodacus synoicus,Sinai Rosefinch,species,Passeriformes,Fringillidae,LC,avibase-8F36D663,Carpodacus
Carpodacus stoliczkae,Pale Rosefinch,species,Passeriformes,Fringillidae,LC,avibase-2AA95030,Carpodacus
Carpodacus stoliczkae salimalii,,subspecies,Passeriformes,Fringillidae,,avibase-6F984FFA,Carpodacus
Carpodacus stoliczkae stoliczkae,,subspecies,Passeriformes,Fringillidae,,avibase-87DB22D5,Carpodacus
Carpodacus stoliczkae beicki,,subspecies,Passeriformes,Fringillidae,,avibase-2381C825,Carpodacus
Carpodacus roborowskii,Tibetan Rosefinch,species,Passeriformes,Fringillidae,LC,avibase-57C123A2,Carpodacus
Carpodacus sillemi,Sillem's Rosefinch,species,Passeriformes,Fringillidae,DD,avibase-4C9486AE,Carpodacus
Carpodacus rubicilloides,Streaked Rosefinch,species,Passeriformes,Fringillidae,LC,avibase-D3FBD80B,Carpodacus
Carpodacus rubicilloides rubicilloides,,subspecies,Passeriformes,Fringillidae,,avibase-3986F225,Carpodacus
Carpodacus rubicilloides lucifer,,subspecies,Passeriformes,Fringillidae,,avibase-C8EA1118,Carpodacus
Carpodacus rubicilla,Great Rosefinch,species,Passeriformes,Fringillidae,LC,avibase-7621E1A6,Carpodacus
Carpodacus rubicilla rubicilla,,subspecies,Passeriformes,Fringillidae,,avibase-C56CCE7B,Carpodacus
Carpodacus rubicilla diabolicus,,subspecies,Passeriformes,Fringillidae,,avibase-C28E25CB,Carpodacus
Carpodacus rubicilla kobdensis,,subspecies,Passeriformes,Fringillidae,,avibase-061A1905,Carpodacus
Carpodacus rubicilla severtzovi,,subspecies,Passeriformes,Fringillidae,,avibase-D840674D,Carpodacus
Carpodacus sibiricus,Long-tailed Rosefinch,species,Passeriformes,Fringillidae,NE,avibase-463680BF,Carpodacus
Carpodacus sibiricus sibiricus,,subspecies,Passeriformes,Fringillidae,,avibase-4518493E,Carpodacus
Carpodacus sibiricus ussuriensis,,subspecies,Passeriformes,Fringillidae,,avibase-A0DB3141,Carpodacus
Carpodacus sibiricus sanguinolentus,,subspecies,Passeriformes,Fringillidae,,avibase-49AFE752,Carpodacus
Carpodacus sibiricus lepidus,,subspecies,Passeriformes,Fringillidae,,avibase-EAA3E61D,Carpodacus
Carpodacus sibiricus henrici,,subspecies,Passeriformes,Fringillidae,,avibase-3EDBF21F,Carpodacus
Carpodacus subhimachalus,Crimson-browed Finch,species,Passeriformes,Fringillidae,LC,avibase-48F59E1E,Carpodacus
Carpodacus puniceus,Red-fronted Rosefinch,species,Passeriformes,Fringillidae,LC,avibase-261F5C16,Carpodacus
Carpodacus puniceus kilianensis,,subspecies,Passeriformes,Fringillidae,,avibase-122B44B4,Carpodacus
Carpodacus puniceus humii,,subspecies,Passeriformes,Fringillidae,,avibase-2B2E8DD7,Carpodacus
Carpodacus puniceus puniceus,,subspecies,Passeriformes,Fringillidae,,avibase-747100E8,Carpodacus
Carpodacus puniceus sikangensis,,subspecies,Passeriformes,Fringillidae,,avibase-E65A176B,Carpodacus
Carpodacus puniceus longirostris,,subspecies,Passeriformes,Fringillidae,,avibase-5AD8015C,Carpodacus
Carpodacus roseus,Pallas's Rosefinch,species,Passeriformes,Fringillidae,LC,avibase-68DF5AB7,Carpodacus
Carpodacus roseus roseus,,subspecies,Passeriformes,Fringillidae,,avibase-385F5CE0,Carpodacus
Carpodacus roseus portenkoi,,subspecies,Passeriformes,Fringillidae,,avibase-08E667A4,Carpodacus
Carpodacus trifasciatus,Three-banded Rosefinch,species,Passeriformes,Fringillidae,LC,avibase-46CD933C,Carpodacus
Carpodacus thura,Himalayan White-browed Rosefinch,species,Passeriformes,Fringillidae,LC,avibase-8B4F255E,Carpodacus
Carpodacus thura blythi,,subspecies,Passeriformes,Fringillidae,,avibase-E0A6EF08,Carpodacus
Carpodacus thura thura,,subspecies,Passeriformes,Fringillidae,,avibase-F62D7645,Carpodacus
Carpodacus dubius,Chinese White-browed Rosefinch,species,Passeriformes,Fringillidae,LC,avibase-F048220F,Carpodacus
Carpodacus dubius femininus,,subspecies,Passeriformes,Fringillidae,,avibase-E50CBA3B,Carpodacus
Carpodacus dubius dubius,,subspecies,Passeriformes,Fringillidae,,avibase-83413BBB,Carpodacus
Carpodacus dubius deserticolor,,subspecies,Passeriformes,Fringillidae,,avibase-DF4C38E9,Carpodacus
Melamprosops,,genus,Passeriformes,Fringillidae,,,Melamprosops
Melamprosops phaeosoma,Poo-uli,species,Passeriformes,Fringillidae,EX,avibase-9AC8AEA8,Melamprosops
Oreomystis,,genus,Passeriformes,Fringillidae,,,Oreomystis
Oreomystis bairdi,Akikiki,species,Passeriformes,Fringillidae,CR,avibase-2CFFFB8A,Oreomystis
Paroreomyza,,genus,Passeriformes,Fringillidae,,,Paroreomyza
Paroreomyza maculata,Oahu Alauahio,species,Passeriformes,Fringillidae,CR (PE),avibase-9BD21181,Paroreomyza
Paroreomyza flammea,Kakawahie,species,Passeriformes,Fringillidae,EX,avibase-3DB0103D,Paroreomyza
Paroreomyza montana,Maui Alauahio,species,Passeriformes,Fringillidae,EN,avibase-D94752EA,Paroreomyza
Paroreomyza montana newtoni,,subspecies,Passeriformes,Fringillidae,,avibase-B928E958,Paroreomyza
Paroreomyza montana montana,,subspecies,Passeriformes,Fringillidae,,avibase-68A19DC2,Paroreomyza
Loxioides,,genus,Passeriformes,Fringillidae,,,Loxioides
Loxioides bailleui,Palila,species,Passeriformes,Fringillidae,CR,avibase-6B31D099,Loxioides
Telespiza,,genus,Passeriformes,Fringillidae,,,Telespiza
Telespiza cantans,Laysan Finch,species,Passeriformes,Fringillidae,VU,avibase-AFEB17B8,Telespiza
Telespiza ultima,Nihoa Finch,species,Passeriformes,Fringillidae,CR,avibase-DB422AD0,Telespiza
Chloridops,,genus,Passeriformes,Fringillidae,,,Chloridops
Chloridops kona,Kona Grosbeak,species,Passeriformes,Fringillidae,EX,avibase-16AF165D,Chloridops
Rhodacanthis,,genus,Passeriformes,Fringillidae,,,Rhodacanthis
Rhodacanthis palmeri,Greater Koa Finch,species,Passeriformes,Fringillidae,EX,avibase-58F9A637,Rhodacanthis
