scientific_name,ebird_common_name,ebird_species_code,ebird_order,ebird_family,genus
Foudia aldabrana,Aldabra Fody,rehfod3,Passeriformes,Ploceidae,Foudia
Foudia eminentissima,Red-headed Fody,rehfod1,Passeriformes,Ploceidae,Foudia
Foudia omissa,Forest Fody,forfod1,Passeriformes,Ploceidae,Foudia
Foudia delloni,Reunion Fody,reufod1,Passeriformes,Ploceidae,Foudia
Foudia rubra,Mauritius Fody,maufod1,Passeriformes,Ploceidae,Foudia
Foudia sechellarum,Seychelles Fody,seyfod1,Passeriformes,Ploceidae,Foudia
Foudia flavicans,Rodrigues Fody,rodfod1,Passeriformes,Ploceidae,Foudia
Euplectes franciscanus,Northern Red Bishop,orabis1,Passeriformes,Ploceidae,Euplectes
Euplectes orix,Southern Red Bishop,redbis,Passeriformes,Ploceidae,Euplectes
Euplectes nigroventris,Zanzibar Red Bishop,zanbis1,Passeriformes,Ploceidae,Euplectes
Euplectes hordeaceus,Black-winged Bishop,blwbis1,Passeriformes,Ploceidae,Euplectes
Euplectes gierowii,Black Bishop,blabis1,Passeriformes,Ploceidae,Euplectes
Euplectes afer,Yellow-crowned Bishop,yecbis,Passeriformes,Ploceidae,Euplectes
Euplectes diadematus,Fire-fronted Bishop,fifbis1,Passeriformes,Ploceidae,Euplectes
Euplectes aureus,Golden-backed Bishop,gobbis1,Passeriformes,Ploceidae,Euplectes
Euplectes capensis,Yellow Bishop,yelbis1,Passeriformes,Ploceidae,Euplectes
Euplectes albonotatus,White-winged Widowbird,whwwid1,Passeriformes,Ploceidae,Euplectes
Euplectes macroura,Yellow-mantled Widowbird,yeswid2,Passeriformes,Ploceidae,Euplectes
Euplectes laticauda,Red-cowled Widowbird,recwid2,Passeriformes,Ploceidae,Euplectes
Euplectes ardens,Red-collared Widowbird,recwid3,Passeriformes,Ploceidae,Euplectes
Euplectes axillaris,Fan-tailed Widowbird,fatwid1,Passeriformes,Ploceidae,Euplectes
Euplectes hartlaubi,Marsh Widowbird,marwid1,Passeriformes,Ploceidae,Euplectes
Euplectes psammacromius,Buff-shouldered Widowbird,buswid1,Passeriformes,Ploceidae,Euplectes
Euplectes progne,Long-tailed Widowbird,lotwid1,Passeriformes,Ploceidae,Euplectes
Euplectes jacksoni,Jackson's Widowbird,jacwid1,Passeriformes,Ploceidae,Euplectes
Amblyospiza albifrons,Grosbeak Weaver,growea1,Passeriformes,Ploceidae,Amblyospiza
Heteromunia pectoralis,Pictorella Munia,picmun1,Passeriformes,Estrildidae,Heteromunia
Oreostruthus fuliginosus,Mountain Firetail,moufir1,Passeriformes,Estrildidae,Oreostruthus
Stagonopleura guttata,Diamond Firetail,diafir1,Passeriformes,Estrildidae,Stagonopleura
Stagonopleura oculata,Red-eared Firetail,reefir1,Passeriformes,Estrildidae,Stagonopleura
Stagonopleura bella,Beautiful Firetail,beafir1,Passeriformes,Estrildidae,Stagonopleura
Neochmia phaeton,Crimson Finch,crifin1,Passeriformes,Estrildidae,Neochmia
Neochmia temporalis,Red-browed Firetail,rebfir1,Passeriformes,Estrildidae,Neochmia
Emblema pictum,Painted Firetail,paifir1,Passeriformes,Estrildidae,Emblema
Bathilda ruficauda,Star Finch,stafin1,Passeriformes,Estrildidae,Bathilda
Aidemosyne modesta,Plum-headed Finch,plhfin1,Passeriformes,Estrildidae,Aidemosyne
Stizoptera bichenovii,Double-barred Finch,dobfin1,Passeriformes,Estrildidae,Stizoptera
Taeniopygia guttata,Zebra Finch,zebfin2,Passeriformes,Estrildidae,Taeniopygia
Poephila personata,Masked Finch,masfin1,Passeriformes,Estrildidae,Poephila
Poephila acuticauda,Long-tailed Finch,lotfin1,Passeriformes,Estrildidae,Poephila
Poephila cincta,Black-throated Finch,bltfin1,Passeriformes,Estrildidae,Poephila
Spermestes griseicapilla,Gray-headed Silverbill,gyhsil1,Passeriformes,Estrildidae,Spermestes
Spermestes cucullata,Bronze Mannikin,broman1,Passeriformes,Estrildidae,Spermestes
Spermestes fringilloides,Magpie Mannikin,magman1,Passeriformes,Estrildidae,Spermestes
Spermestes bicolor,Black-and-white Mannikin,bawman1,Passeriformes,Estrildidae,Spermestes
Lepidopygia nana,Madagascar Munia,madmun1,Passeriformes,Estrildidae,Lepidopygia
Euodice cantans,African Silverbill,afrsil1,Passeriformes,Estrildidae,Euodice
Euodice malabarica,Indian Silverbill,indsil,Passeriformes,Estrildidae,Euodice
Padda oryzivora,Java Sparrow,javspa,Passeriformes,Estrildidae,Padda
Padda fuscata,Timor Sparrow,timspa4,Passeriformes,Estrildidae,Padda
Mayrimunia tristissima,Streak-headed Munia,sthmun2,Passeriformes,Estrildidae,Mayrimunia
Mayrimunia leucosticta,White-spotted Munia,sthmun3,Passeriformes,Estrildidae,Mayrimunia
Lonchura punctulata,Scaly-breasted Munia,nutman,Passeriformes,Estrildidae,Lonchura
Lonchura kelaarti,Black-throated Munia,bltmun1,Passeriformes,Estrildidae,Lonchura
Lonchura molucca,Black-faced Munia,blfmun1,Passeriformes,Estrildidae,Lonchura
Lonchura striata,White-rumped Munia,whrmun,Passeriformes,Estrildidae,Lonchura
Lonchura fuscans,Dusky Munia,dusmun1,Passeriformes,Estrildidae,Lonchura
Lonchura leucogastra,White-bellied Munia,whbmun1,Passeriformes,Estrildidae,Lonchura
Lonchura leucogastroides,Javan Munia,javmun1,Passeriformes,Estrildidae,Lonchura
Lonchura malacca,Tricolored Munia,trimun,Passeriformes,Estrildidae,Lonchura
Lonchura atricapilla,Chestnut Munia,chemun,Passeriformes,Estrildidae,Lonchura
Lonchura ferruginosa,White-capped Munia,whcmun1,Passeriformes,Estrildidae,Lonchura
Lonchura maja,White-headed Munia,whhmun1,Passeriformes,Estrildidae,Lonchura
Lonchura pallida,Pale-headed Munia,pahmun1,Passeriformes,Estrildidae,Lonchura
Lonchura grandis,Grand Munia,gramun1,Passeriformes,Estrildidae,Lonchura
Lonchura teerinki,Black-breasted Munia,blbmun1,Passeriformes,Estrildidae,Lonchura
Lonchura montana,Snow Mountain Munia,snmmun1,Passeriformes,Estrildidae,Lonchura
Lonchura monticola,Alpine Munia,alpmun1,Passeriformes,Estrildidae,Lonchura
Lonchura vana,Gray-banded Munia,gybmun1,Passeriformes,Estrildidae,Lonchura
Lonchura nevermanni,Gray-crowned Munia,gycmun1,Passeriformes,Estrildidae,Lonchura
Lonchura caniceps,Gray-headed Munia,gyhmun1,Passeriformes,Estrildidae,Lonchura
Lonchura spectabilis,Hooded Munia,hoomun1,Passeriformes,Estrildidae,Lonchura
Lonchura forbesi,New Ireland Munia,neimun1,Passeriformes,Estrildidae,Lonchura
Lonchura hunsteini,Mottled Munia,motmun1,Passeriformes,Estrildidae,Lonchura
Lonchura nigerrima,New Hanover Munia,nehmun1,Passeriformes,Estrildidae,Lonchura
Lonchura flaviprymna,Yellow-rumped Munia,yermun1,Passeriformes,Estrildidae,Lonchura
Lonchura quinticolor,Five-colored Munia,ficmun1,Passeriformes,Estrildidae,Lonchura
Lonchura castaneothorax,Chestnut-breasted Munia,chbmun1,Passeriformes,Estrildidae,Lonchura
Lonchura stygia,Black Munia,blamun1,Passeriformes,Estrildidae,Lonchura
Lonchura melaena,Bismarck Munia,bismun1,Passeriformes,Estrildidae,Lonchura
Chloebia gouldiae,Gouldian Finch,goufin3,Passeriformes,Estrildidae,Chloebia
Erythrura prasina,Pin-tailed Parrotfinch,pitpar1,Passeriformes,Estrildidae,Erythrura
Erythrura viridifacies,Green-faced Parrotfinch,grfpar1,Passeriformes,Estrildidae,Erythrura
Erythrura hyperythra,Tawny-breasted Parrotfinch,tabpar1,Passeriformes,Estrildidae,Erythrura
Erythrura psittacea,Red-throated Parrotfinch,retpar3,Passeriformes,Estrildidae,Erythrura
Erythrura pealii,Fiji Parrotfinch,fijpar1,Passeriformes,Estrildidae,Erythrura
Erythrura cyaneovirens,Royal Parrotfinch,roypar1,Passeriformes,Estrildidae,Erythrura
Erythrura kleinschmidti,Pink-billed Parrotfinch,pibpar1,Passeriformes,Estrildidae,Erythrura
Erythrura tricolor,Tricolored Parrotfinch,tripar1,Passeriformes,Estrildidae,Erythrura
Erythrura coloria,Red-eared Parrotfinch,reepar2,Passeriformes,Estrildidae,Erythrura
Erythrura papuana,Papuan Parrotfinch,pappar1,Passeriformes,Estrildidae,Erythrura
Erythrura trichroa,Blue-faced Parrotfinch,blfpar3,Passeriformes,Estrildidae,Erythrura
Nesocharis shelleyi,Shelley's Oliveback,fepoli1,Passeriformes,Estrildidae,Nesocharis
Nesocharis ansorgei,White-collared Oliveback,whcoli1,Passeriformes,Estrildidae,Nesocharis
Coccopygia quartinia,Yellow-bellied Waxbill,yebwax2,Passeriformes,Estrildidae,Coccopygia
Coccopygia bocagei,Angola Waxbill,swewax1,Passeriformes,Estrildidae,Coccopygia
Coccopygia melanotis,Swee Waxbill,swewax3,Passeriformes,Estrildidae,Coccopygia
Mandingoa nitidula,Green-backed Twinspot,grbtwi1,Passeriformes,Estrildidae,Mandingoa
Cryptospiza shelleyi,Shelley's Crimsonwing,shcwin1,Passeriformes,Estrildidae,Cryptospiza
Cryptospiza jacksoni,Dusky Crimsonwing,ducwin1,Passeriformes,Estrildidae,Cryptospiza
Cryptospiza salvadorii,Abyssinian Crimsonwing,abcwin1,Passeriformes,Estrildidae,Cryptospiza
Cryptospiza reichenovii,Red-faced Crimsonwing,rfcwin1,Passeriformes,Estrildidae,Cryptospiza
Parmoptila rubrifrons,Red-fronted Antpecker,refant1,Passeriformes,Estrildidae,Parmoptila
Parmoptila woodhousei,Woodhouse's Antpecker,wooant1,Passeriformes,Estrildidae,Parmoptila
Parmoptila jamesoni,Jameson's Antpecker,jamant1,Passeriformes,Estrildidae,Parmoptila
Nigrita fusconotus,White-breasted Nigrita,whbneg2,Passeriformes,Estrildidae,Nigrita
Nigrita bicolor,Chestnut-breasted Nigrita,chbneg1,Passeriformes,Estrildidae,Nigrita
Nigrita canicapillus,Gray-headed Nigrita,gyhneg1,Passeriformes,Estrildidae,Nigrita
Nigrita luteifrons,Pale-fronted Nigrita,pafneg1,Passeriformes,Estrildidae,Nigrita
Delacourella capistrata,Gray-headed Oliveback,gyholi1,Passeriformes,Estrildidae,Delacourella
Brunhilda erythronotos,Black-faced Waxbill,blcwax1,Passeriformes,Estrildidae,Brunhilda
Brunhilda charmosyna,Black-cheeked Waxbill,rerwax1,Passeriformes,Estrildidae,Brunhilda
Glaucestrilda caerulescens,Lavender Waxbill,lavwax,Passeriformes,Estrildidae,Glaucestrilda
Glaucestrilda perreini,Black-tailed Waxbill,bltwax1,Passeriformes,Estrildidae,Glaucestrilda
Glaucestrilda thomensis,Cinderella Waxbill,cinwax1,Passeriformes,Estrildidae,Glaucestrilda
Estrilda nonnula,Black-crowned Waxbill,blcwax2,Passeriformes,Estrildidae,Estrilda
Estrilda atricapilla,Black-headed Waxbill,blhwax1,Passeriformes,Estrildidae,Estrilda
Estrilda kandti,Kandt's Waxbill,kanwax1,Passeriformes,Estrildidae,Estrilda
Estrilda melpoda,Orange-cheeked Waxbill,orcwax,Passeriformes,Estrildidae,Estrilda
Estrilda poliopareia,Anambra Waxbill,anawax1,Passeriformes,Estrildidae,Estrilda
Estrilda paludicola,Fawn-breasted Waxbill,fabwax1,Passeriformes,Estrildidae,Estrilda
Estrilda astrild,Common Waxbill,comwax,Passeriformes,Estrildidae,Estrilda
Estrilda nigriloris,Black-lored Waxbill,blfwax1,Passeriformes,Estrildidae,Estrilda
Estrilda troglodytes,Black-rumped Waxbill,bkrwax,Passeriformes,Estrildidae,Estrilda
Estrilda rhodopyga,Crimson-rumped Waxbill,crrwax1,Passeriformes,Estrildidae,Estrilda
Estrilda rufibarba,Arabian Waxbill,arawax1,Passeriformes,Estrildidae,Estrilda
Ortygospiza atricollis,Quailfinch,quailf1,Passeriformes,Estrildidae,Ortygospiza
Paludipasser locustella,Locustfinch,locust3,Passeriformes,Estrildidae,Paludipasser
Amadina fasciata,Cut-throat,cutthr1,Passeriformes,Estrildidae,Amadina
Amadina erythrocephala,Red-headed Finch,rehfin1,Passeriformes,Estrildidae,Amadina
Amandava formosa,Green Avadavat,grnava1,Passeriformes,Estrildidae,Amandava
Amandava subflava,Zebra Waxbill,zebwax2,Passeriformes,Estrildidae,Amandava
Amandava amandava,Red Avadavat,redava,Passeriformes,Estrildidae,Amandava
Granatina ianthinogaster,Purple Grenadier,purgre2,Passeriformes,Estrildidae,Granatina
Granatina granatina,Violet-eared Waxbill,viewax1,Passeriformes,Estrildidae,Granatina
Uraeginthus angolensis,Southern Cordonbleu,bubcor1,Passeriformes,Estrildidae,Uraeginthus
Uraeginthus bengalus,Red-cheeked Cordonbleu,reccor,Passeriformes,Estrildidae,Uraeginthus
Uraeginthus cyanocephalus,Blue-capped Cordonbleu,blccor1,Passeriformes,Estrildidae,Uraeginthus
Spermophaga poliogenys,Grant's Bluebill,grablu1,Passeriformes,Estrildidae,Spermophaga
Spermophaga haematina,Western Bluebill,wesblu1,Passeriformes,Estrildidae,Spermophaga
Spermophaga ruficapilla,Red-headed Bluebill,rehblu1,Passeriformes,Estrildidae,Spermophaga
Pyrenestes minor,Lesser Seedcracker,lessee1,Passeriformes,Estrildidae,Pyrenestes
Pyrenestes sanguineus,Crimson Seedcracker,crisee1,Passeriformes,Estrildidae,Pyrenestes
Pyrenestes ostrinus,Black-bellied Seedcracker,blbsee1,Passeriformes,Estrildidae,Pyrenestes
Pytilia melba,Green-winged Pytilia,grwpyt1,Passeriformes,Estrildidae,Pytilia
Pytilia afra,Orange-winged Pytilia,orwpyt1,Passeriformes,Estrildidae,Pytilia
Pytilia phoenicoptera,Red-winged Pytilia,rewpyt1,Passeriformes,Estrildidae,Pytilia
Pytilia lineata,Red-billed Pytilia,rebpyt1,Passeriformes,Estrildidae,Pytilia
Pytilia hypogrammica,Red-faced Pytilia,refpyt1,Passeriformes,Estrildidae,Pytilia
Euschistospiza dybowskii,Dybowski's Twinspot,dybtwi1,Passeriformes,Estrildidae,Euschistospiza
Euschistospiza cinereovinacea,Dusky Twinspot,dustwi1,Passeriformes,Estrildidae,Euschistospiza
Hypargos niveoguttatus,Peters's Twinspot,pettwi1,Passeriformes,Estrildidae,Hypargos
Hypargos margaritatus,Pink-throated Twinspot,pittwi1,Passeriformes,Estrildidae,Hypargos
Clytospiza monteiri,Brown Twinspot,brotwi1,Passeriformes,Estrildidae,Clytospiza
Lagonosticta senegala,Red-billed Firefinch,rebfir2,Passeriformes,Estrildidae,Lagonosticta
Lagonosticta rubricata,African Firefinch,afffin,Passeriformes,Estrildidae,Lagonosticta
Lagonosticta rhodopareia,Jameson's Firefinch,jamfir1,Passeriformes,Estrildidae,Lagonosticta
Lagonosticta virata,Mali Firefinch,malfir1,Passeriformes,Estrildidae,Lagonosticta
Lagonosticta sanguinodorsalis,Rock Firefinch,rocfir1,Passeriformes,Estrildidae,Lagonosticta
Lagonosticta umbrinodorsalis,Reichenow's Firefinch,reifir1,Passeriformes,Estrildidae,Lagonosticta
Lagonosticta rara,Black-bellied Firefinch,blbfir1,Passeriformes,Estrildidae,Lagonosticta
Lagonosticta rufopicta,Bar-breasted Firefinch,babfir1,Passeriformes,Estrildidae,Lagonosticta
Lagonosticta nitidula,Brown Firefinch,brnfir1,Passeriformes,Estrildidae,Lagonosticta
Lagonosticta larvata,Black-faced Firefinch,bkffir1,Passeriformes,Estrildidae,Lagonosticta
Vidua macroura,Pin-tailed Whydah,pitwhy,Passeriformes,Viduidae,Vidua
Vidua orientalis,Sahel Paradise-Whydah,nopwhy1,Passeriformes,Viduidae,Vidua
Vidua interjecta,Exclamatory Paradise-Whydah,ltpwhy1,Passeriformes,Viduidae,Vidua
Vidua togoensis,Togo Paradise-Whydah,topwhy1,Passeriformes,Viduidae,Vidua
Vidua obtusa,Broad-tailed Paradise-Whydah,btpwhy1,Passeriformes,Viduidae,Vidua
Vidua paradisaea,Eastern Paradise-Whydah,eapwhy1,Passeriformes,Viduidae,Vidua
Vidua hypocherina,Steel-blue Whydah,stbwhy1,Passeriformes,Viduidae,Vidua
Vidua fischeri,Straw-tailed Whydah,sttwhy1,Passeriformes,Viduidae,Vidua
Vidua regia,Shaft-tailed Whydah,shtwhy1,Passeriformes,Viduidae,Vidua
Vidua chalybeata,Village Indigobird,vilind,Passeriformes,Viduidae,Vidua
Vidua wilsoni,Wilson's Indigobird,pawind1,Passeriformes,Viduidae,Vidua
Vidua nigeriae,Quailfinch Indigobird,quaind1,Passeriformes,Viduidae,Vidua
Vidua maryae,Jos Plateau Indigobird,jopind1,Passeriformes,Viduidae,Vidua
Vidua raricola,Jambandu Indigobird,jamind1,Passeriformes,Viduidae,Vidua
Vidua larvaticola,Baka Indigobird,bakind1,Passeriformes,Viduidae,Vidua
Vidua camerunensis,Cameroon Indigobird,camind1,Passeriformes,Viduidae,Vidua
Vidua funerea,Variable Indigobird,varind1,Passeriformes,Viduidae,Vidua
Vidua purpurascens,Purple Indigobird,purind1,Passeriformes,Viduidae,Vidua
Vidua codringtoni,Green Indigobird,greind1,Passeriformes,Viduidae,Vidua
Anomalospiza imberbis,Parasitic Weaver,parwea1,Passeriformes,Viduidae,Anomalospiza
Prunella collaris,Alpine Accentor,alpacc1,Passeriformes,Prunellidae,Prunella
Prunella himalayana,Altai Accentor,himacc1,Passeriformes,Prunellidae,Prunella
Prunella rubeculoides,Robin Accentor,robacc1,Passeriformes,Prunellidae,Prunella
Prunella strophiata,Rufous-breasted Accentor,rubacc1,Passeriformes,Prunellidae,Prunella
Prunella montanella,Siberian Accentor,sibacc,Passeriformes,Prunellidae,Prunella
Prunella ocularis,Radde's Accentor,radacc2,Passeriformes,Prunellidae,Prunella
Prunella fulvescens,Brown Accentor,broacc1,Passeriformes,Prunellidae,Prunella
Prunella atrogularis,Black-throated Accentor,bltacc1,Passeriformes,Prunellidae,Prunella
Prunella koslowi,Mongolian Accentor,monacc1,Passeriformes,Prunellidae,Prunella
Prunella modularis,Dunnock,dunnoc1,Passeriformes,Prunellidae,Prunella
Prunella rubida,Japanese Accentor,japacc1,Passeriformes,Prunellidae,Prunella
Prunella immaculata,Maroon-backed Accentor,mabacc1,Passeriformes,Prunellidae,Prunella
Hypocryptadius cinnamomeus,Cinnamon Ibon,cinwhe1,Passeriformes,Passeridae,Hypocryptadius
Passer ammodendri,Saxaul Sparrow,saxspa1,Passeriformes,Passeridae,Passer
Passer domesticus,House Sparrow,houspa,Passeriformes,Passeridae,Passer
Passer italiae,Italian Sparrow,itaspa1,Passeriformes,Passeridae,Passer
Passer hispaniolensis,Spanish Sparrow,spaspa1,Passeriformes,Passeridae,Passer
Passer pyrrhonotus,Sind Sparrow,sinspa1,Passeriformes,Passeridae,Passer
Passer castanopterus,Somali Sparrow,somspa1,Passeriformes,Passeridae,Passer
Passer cinnamomeus,Russet Sparrow,russpa2,Passeriformes,Passeridae,Passer
Passer flaveolus,Plain-backed Sparrow,plbspa1,Passeriformes,Passeridae,Passer
Passer moabiticus,Dead Sea Sparrow,desspa1,Passeriformes,Passeridae,Passer
Passer iagoensis,Cape Verde Sparrow,cavspa1,Passeriformes,Passeridae,Passer
Passer hemileucus,Abd al Kuri Sparrow,aakspa1,Passeriformes,Passeridae,Passer
Passer insularis,Socotra Sparrow,socspa1,Passeriformes,Passeridae,Passer
Passer motitensis,Great Rufous Sparrow,grrspa1,Passeriformes,Passeridae,Passer
Passer rufocinctus,Kenya Rufous Sparrow,kerspa2,Passeriformes,Passeridae,Passer
Passer shelleyi,Shelley's Rufous Sparrow,shrspa1,Passeriformes,Passeridae,Passer
Passer cordofanicus,Kordofan Rufous Sparrow,korspa1,Passeriformes,Passeridae,Passer
Passer melanurus,Cape Sparrow,capspa1,Passeriformes,Passeridae,Passer
Passer griseus,Northern Gray-headed Sparrow,gyhspa1,Passeriformes,Passeridae,Passer
Passer swainsonii,Swainson's Sparrow,swaspa2,Passeriformes,Passeridae,Passer
Passer gongonensis,Parrot-billed Sparrow,pabspa1,Passeriformes,Passeridae,Passer
Passer suahelicus,Swahili Sparrow,swaspa1,Passeriformes,Passeridae,Passer
Passer diffusus,Southern Gray-headed Sparrow,sghspa2,Passeriformes,Passeridae,Passer
Passer simplex,Desert Sparrow,desspa3,Passeriformes,Passeridae,Passer
Passer zarudnyi,Zarudny's Sparrow,desspa4,Passeriformes,Passeridae,Passer
Passer montanus,Eurasian Tree Sparrow,eutspa,Passeriformes,Passeridae,Passer
Passer luteus,Sudan Golden Sparrow,sugspa1,Passeriformes,Passeridae,Passer
Passer euchlorus,Arabian Golden Sparrow,argspa2,Passeriformes,Passeridae,Passer
Passer eminibey,Chestnut Sparrow,chespa1,Passeriformes,Passeridae,Passer
Gymnoris pyrgita,Yellow-spotted Bush Sparrow,yespet1,Passeriformes,Passeridae,Gymnoris
Gymnoris xanthocollis,Yellow-throated Sparrow,chspet1,Passeriformes,Passeridae,Gymnoris
Gymnoris superciliaris,Yellow-throated Bush Sparrow,yetpet1,Passeriformes,Passeridae,Gymnoris
Gymnoris dentata,Sahel Bush Sparrow,buspet1,Passeriformes,Passeridae,Gymnoris
Petronia petronia,Rock Sparrow,rocpet1,Passeriformes,Passeridae,Petronia
Carpospiza brachydactyla,Pale Rockfinch,palroc1,Passeriformes,Passeridae,Carpospiza
Montifringilla nivalis,White-winged Snowfinch,whwsno1,Passeriformes,Passeridae,Montifringilla
Montifringilla henrici,Tibetan Snowfinch,tibsno2,Passeriformes,Passeridae,Montifringilla
Montifringilla adamsi,Black-winged Snowfinch,blwsno1,Passeriformes,Passeridae,Montifringilla
Onychostruthus taczanowskii,White-rumped Snowfinch,whrsno1,Passeriformes,Passeridae,Onychostruthus
Pyrgilauda davidiana,Pere David's Snowfinch,pedsno1,Passeriformes,Passeridae,Pyrgilauda
Pyrgilauda ruficollis,Rufous-necked Snowfinch,runsno1,Passeriformes,Passeridae,Pyrgilauda
Pyrgilauda blanfordi,Blanford's Snowfinch,blasno1,Passeriformes,Passeridae,Pyrgilauda
Pyrgilauda theresae,Afghan Snowfinch,afgsno1,Passeriformes,Passeridae,Pyrgilauda
Dendronanthus indicus,Forest Wagtail,forwag1,Passeriformes,Motacillidae,Dendronanthus
Motacilla capensis,Cape Wagtail,capwag1,Passeriformes,Motacillidae,Motacilla
Motacilla clara,Mountain Wagtail,mouwag1,Passeriformes,Motacillidae,Motacilla
Motacilla bocagii,Sao Tome Short-tail,boclon2,Passeriformes,Motacillidae,Motacilla
Motacilla flaviventris,Madagascar Wagtail,madwag1,Passeriformes,Motacillidae,Motacilla
Motacilla cinerea,Gray Wagtail,grywag,Passeriformes,Motacillidae,Motacilla
Motacilla flava,Western Yellow Wagtail,eaywag1,Passeriformes,Motacillidae,Motacilla
Motacilla tschutschensis,Eastern Yellow Wagtail,eaywag,Passeriformes,Motacillidae,Motacilla
Motacilla citreola,Citrine Wagtail,citwag,Passeriformes,Motacillidae,Motacilla
Motacilla maderaspatensis,White-browed Wagtail,whbwag1,Passeriformes,Motacillidae,Motacilla
Motacilla samveasnae,Mekong Wagtail,mekwag1,Passeriformes,Motacillidae,Motacilla
Motacilla grandis,Japanese Wagtail,japwag1,Passeriformes,Motacillidae,Motacilla
Motacilla aguimp,African Pied Wagtail,afpwag1,Passeriformes,Motacillidae,Motacilla
Motacilla alba,White Wagtail,whiwag,Passeriformes,Motacillidae,Motacilla
Anthus australis,Australian Pipit,auspip2,Passeriformes,Motacillidae,Anthus
Anthus novaeseelandiae,New Zealand Pipit,auspip3,Passeriformes,Motacillidae,Anthus
Anthus richardi,Richard's Pipit,ricpip1,Passeriformes,Motacillidae,Anthus
Anthus rufulus,Paddyfield Pipit,oripip1,Passeriformes,Motacillidae,Anthus
Anthus cinnamomeus,African Pipit,afrpip1,Passeriformes,Motacillidae,Anthus
Anthus hoeschi,Mountain Pipit,moupip1,Passeriformes,Motacillidae,Anthus
Anthus nyassae,Woodland Pipit,woopip1,Passeriformes,Motacillidae,Anthus
Anthus similis,Long-billed Pipit,lobpip1,Passeriformes,Motacillidae,Anthus
Anthus nicholsoni,Nicholson's Pipit,lobpip7,Passeriformes,Motacillidae,Anthus
Anthus godlewskii,Blyth's Pipit,blypip1,Passeriformes,Motacillidae,Anthus
Anthus campestris,Tawny Pipit,tawpip1,Passeriformes,Motacillidae,Anthus
Anthus leucophrys,Plain-backed Pipit,plbpip1,Passeriformes,Motacillidae,Anthus
Anthus vaalensis,Buffy Pipit,bufpip1,Passeriformes,Motacillidae,Anthus
Anthus pallidiventris,Long-legged Pipit,lolpip1,Passeriformes,Motacillidae,Anthus
Anthus nilghiriensis,Nilgiri Pipit,nilpip1,Passeriformes,Motacillidae,Anthus
Anthus sylvanus,Upland Pipit,uplpip1,Passeriformes,Motacillidae,Anthus
Anthus berthelotii,Berthelot's Pipit,berpip1,Passeriformes,Motacillidae,Anthus
Anthus melindae,Malindi Pipit,malpip1,Passeriformes,Motacillidae,Anthus
Anthus lineiventris,Striped Pipit,strpip1,Passeriformes,Motacillidae,Anthus
Anthus crenatus,Yellow-tufted Pipit,yetpip1,Passeriformes,Motacillidae,Anthus
Anthus ruficollis,Madanga,rtweye1,Passeriformes,Motacillidae,Anthus
Anthus gutturalis,Alpine Pipit,alppip1,Passeriformes,Motacillidae,Anthus
Anthus pratensis,Meadow Pipit,meapip1,Passeriformes,Motacillidae,Anthus
Anthus roseatus,Rosy Pipit,rospip1,Passeriformes,Motacillidae,Anthus
Anthus trivialis,Tree Pipit,trepip,Passeriformes,Motacillidae,Anthus
Anthus hodgsoni,Olive-backed Pipit,olbpip,Passeriformes,Motacillidae,Anthus
Anthus gustavi,Pechora Pipit,pecpip,Passeriformes,Motacillidae,Anthus
Anthus cervinus,Red-throated Pipit,retpip,Passeriformes,Motacillidae,Anthus
Anthus spinoletta,Water Pipit,watpip1,Passeriformes,Motacillidae,Anthus
Anthus petrosus,Rock Pipit,rocpip1,Passeriformes,Motacillidae,Anthus
Anthus rubescens,American Pipit,amepip,Passeriformes,Motacillidae,Anthus
Anthus spragueii,Sprague's Pipit,sprpip,Passeriformes,Motacillidae,Anthus
Anthus chii,Yellowish Pipit,yelpip2,Passeriformes,Motacillidae,Anthus
Anthus peruvianus,Peruvian Pipit,yelpip3,Passeriformes,Motacillidae,Anthus
Anthus brevirostris,Puna Pipit,shbpip3,Passeriformes,Motacillidae,Anthus
Anthus furcatus,Short-billed Pipit,shbpip1,Passeriformes,Motacillidae,Anthus
Anthus chacoensis,Pampas Pipit,chapip1,Passeriformes,Motacillidae,Anthus
Anthus correndera,Correndera Pipit,corpip1,Passeriformes,Motacillidae,Anthus
Anthus antarcticus,South Georgia Pipit,sogpip1,Passeriformes,Motacillidae,Anthus
Anthus nattereri,Ochre-breasted Pipit,ocbpip1,Passeriformes,Motacillidae,Anthus
Anthus hellmayri,Hellmayr's Pipit,helpip1,Passeriformes,Motacillidae,Anthus
Anthus bogotensis,Paramo Pipit,parpip1,Passeriformes,Motacillidae,Anthus
Anthus brachyurus,Short-tailed Pipit,shtpip1,Passeriformes,Motacillidae,Anthus
Anthus caffer,Bush Pipit,buspip1,Passeriformes,Motacillidae,Anthus
Anthus sokokensis,Sokoke Pipit,sokpip1,Passeriformes,Motacillidae,Anthus
Tmetothylacus tenellus,Golden Pipit,golpip1,Passeriformes,Motacillidae,Tmetothylacus
Hemimacronyx chloris,Yellow-breasted Pipit,yebpip2,Passeriformes,Motacillidae,Hemimacronyx
Macronyx sharpei,Sharpe's Longclaw,shalon1,Passeriformes,Motacillidae,Macronyx
Macronyx capensis,Orange-throated Longclaw,ortlon1,Passeriformes,Motacillidae,Macronyx
Macronyx croceus,Yellow-throated Longclaw,yetlon1,Passeriformes,Motacillidae,Macronyx
