scientific_name,birdlife_common_name,birdlife_order,birdlife_family,birdlife_iucn_status,genus
Scleroptila afra,Grey-winged Francolin,GALLIFORMES,Phasianidae,LC,Scleroptila
Scleroptila finschi,Finsch's Francolin,GALLIFORMES,Phasianidae,LC,Scleroptila
Scleroptila psilolaema,Moorland Francolin,GALLIFORMES,Phasianidae,NT,Scleroptila
Scleroptila elgonensis,Elgon Francolin,GALLIFORMES,Phasianidae,LC,Scleroptila
Scleroptila shelleyi,Shelley's Francolin,GALLIFORMES,Phasianidae,LC,Scleroptila
Scleroptila whytei,Whyte's Francolin,GALLIFORMES,Phasianidae,LC,Scleroptila
Scleroptila gutturalis,Orange River Francolin,GALLIFORMES,Phasianidae,LC,Scleroptila
Bambusicola fytchii,Mountain Bamboo-partridge,GALLIFORMES,Phasianidae,LC,Bambusicola
Bambusicola thoracicus,Chinese Bamboo-partridge,GALLIFORMES,Phasianidae,LC,Bambusicola
Bambusicola sonorivox,Taiwan Bamboo-partridge,GALLIFORMES,Phasianidae,LC,Bambusicola
Gallus gallus,Red Junglefowl,GALLIFORMES,Phasianidae,LC,Gallus
Gallus sonneratii,Grey Junglefowl,GALLIFORMES,Phasianidae,LC,Gallus
Gallus lafayettii,Sri Lanka Junglefowl,GALLIFORMES,Phasianidae,LC,Gallus
Gallus varius,Green Junglefowl,GALLIFORMES,Phasianidae,LC,Gallus
Tetraophasis obscurus,Chestnut-throated Partridge,GALLIFORMES,Phasianidae,LC,Tetraophasis
Tetraophasis szechenyii,Buff-throated Partridge,GALLIFORMES,Phasianidae,LC,Tetraophasis
Lophophorus impejanus,Himalayan Monal,GALLIFORMES,Phasianidae,LC,Lophophorus
Lophophorus sclateri,Sclater's Monal,GALLIFORMES,Phasianidae,LC,Lophophorus
Lophophorus lhuysii,Chinese Monal,GALLIFORMES,Phasianidae,VU,Lophophorus
Tragopan melanocephalus,Western Tragopan,GALLIFORMES,Phasianidae,VU,Tragopan
Tragopan satyra,Satyr Tragopan,GALLIFORMES,Phasianidae,LC,Tragopan
Tragopan blythii,Blyth's Tragopan,GALLIFORMES,Phasianidae,VU,Tragopan
Tragopan temminckii,Temminck's Tragopan,GALLIFORMES,Phasianidae,LC,Tragopan
Tragopan caboti,Cabot's Tragopan,GALLIFORMES,Phasianidae,VU,Tragopan
Ithaginis cruentus,Blood Pheasant,GALLIFORMES,Phasianidae,LC,Ithaginis
Pucrasia macrolopha,Koklass Pheasant,GALLIFORMES,Phasianidae,LC,Pucrasia
Syrmaticus ellioti,Elliot's Pheasant,GALLIFORMES,Phasianidae,LC,Syrmaticus
Syrmaticus humiae,Mrs Hume's Pheasant,GALLIFORMES,Phasianidae,VU,Syrmaticus
Syrmaticus mikado,Mikado Pheasant,GALLIFORMES,Phasianidae,LC,Syrmaticus
Syrmaticus soemmerringii,Copper Pheasant,GALLIFORMES,Phasianidae,NT,Syrmaticus
Syrmaticus reevesii,Reeves's Pheasant,GALLIFORMES,Phasianidae,VU,Syrmaticus
Chrysolophus pictus,Golden Pheasant,GALLIFORMES,Phasianidae,LC,Chrysolophus
Chrysolophus amherstiae,Lady Amherst's Pheasant,GALLIFORMES,Phasianidae,LC,Chrysolophus
Phasianus colchicus,Common Pheasant,GALLIFORMES,Phasianidae,LC,Phasianus
Phasianus versicolor,Green Pheasant,GALLIFORMES,Phasianidae,LC,Phasianus
Crossoptilon crossoptilon,White Eared-pheasant,GALLIFORMES,Phasianidae,LC,Crossoptilon
Crossoptilon harmani,Tibetan Eared-pheasant,GALLIFORMES,Phasianidae,LC,Crossoptilon
Crossoptilon mantchuricum,Brown Eared-pheasant,GALLIFORMES,Phasianidae,LC,Crossoptilon
Crossoptilon auritum,Blue Eared-pheasant,GALLIFORMES,Phasianidae,LC,Crossoptilon
Catreus wallichii,Cheer Pheasant,GALLIFORMES,Phasianidae,VU,Catreus
Lophura leucomelanos,Kalij Pheasant,GALLIFORMES,Phasianidae,LC,Lophura
Lophura nycthemera,Silver Pheasant,GALLIFORMES,Phasianidae,LC,Lophura
Lophura edwardsi,Vietnam Pheasant,GALLIFORMES,Phasianidae,CR (PEW),Lophura
Lophura swinhoii,Swinhoe's Pheasant,GALLIFORMES,Phasianidae,NT,Lophura
Lophura inornata,Salvadori's Pheasant,GALLIFORMES,Phasianidae,NT,Lophura
Lophura erythrophthalma,Malay Crestless Fireback,GALLIFORMES,Phasianidae,CR,Lophura
Lophura pyronota,Bornean Crestless Fireback,GALLIFORMES,Phasianidae,EN,Lophura
Lophura ignita,Bornean Crested Fireback,GALLIFORMES,Phasianidae,VU,Lophura
Lophura rufa,Malay Crested Fireback,GALLIFORMES,Phasianidae,VU,Lophura
Lophura diardi,Siamese Fireback,GALLIFORMES,Phasianidae,LC,Lophura
Lophura bulweri,Bulwer's Pheasant,GALLIFORMES,Phasianidae,VU,Lophura
Perdix perdix,Grey Partridge,GALLIFORMES,Phasianidae,LC,Perdix
Perdix dauurica,Daurian Partridge,GALLIFORMES,Phasianidae,LC,Perdix
Perdix hodgsoniae,Tibetan Partridge,GALLIFORMES,Phasianidae,LC,Perdix
Meleagris gallopavo,Wild Turkey,GALLIFORMES,Phasianidae,LC,Meleagris
Meleagris ocellata,Ocellated Turkey,GALLIFORMES,Phasianidae,NT,Meleagris
Bonasa umbellus,Ruffed Grouse,GALLIFORMES,Phasianidae,LC,Bonasa
Tetrastes bonasia,Hazel Grouse,GALLIFORMES,Phasianidae,LC,Tetrastes
Tetrastes sewerzowi,Chinese Grouse,GALLIFORMES,Phasianidae,NT,Tetrastes
Lagopus lagopus,Willow Grouse,GALLIFORMES,Phasianidae,LC,Lagopus
Lagopus muta,Rock Ptarmigan,GALLIFORMES,Phasianidae,LC,Lagopus
Lagopus leucura,White-tailed Ptarmigan,GALLIFORMES,Phasianidae,LC,Lagopus
Dendragapus obscurus,Dusky Grouse,GALLIFORMES,Phasianidae,LC,Dendragapus
Dendragapus fuliginosus,Sooty Grouse,GALLIFORMES,Phasianidae,LC,Dendragapus
Falcipennis falcipennis,Siberian Grouse,GALLIFORMES,Phasianidae,NT,Falcipennis
Canachites canadensis,Spruce Grouse,GALLIFORMES,Phasianidae,LC,Canachites
Canachites franklinii,Franklin's Grouse,GALLIFORMES,Phasianidae,LC,Canachites
Tetrao urogallus,Western Capercaillie,GALLIFORMES,Phasianidae,LC,Tetrao
Tetrao urogalloides,Black-billed Capercaillie,GALLIFORMES,Phasianidae,LC,Tetrao
Lyrurus tetrix,Black Grouse,GALLIFORMES,Phasianidae,LC,Lyrurus
Lyrurus mlokosiewiczi,Caucasian Grouse,GALLIFORMES,Phasianidae,NT,Lyrurus
Centrocercus urophasianus,Sage Grouse,GALLIFORMES,Phasianidae,NT,Centrocercus
Centrocercus minimus,Gunnison Grouse,GALLIFORMES,Phasianidae,EN,Centrocercus
Tympanuchus phasianellus,Sharp-tailed Grouse,GALLIFORMES,Phasianidae,LC,Tympanuchus
Tympanuchus cupido,Greater Prairie-chicken,GALLIFORMES,Phasianidae,NT,Tympanuchus
Tympanuchus pallidicinctus,Lesser Prairie-chicken,GALLIFORMES,Phasianidae,VU,Tympanuchus
Anhima cornuta,Horned Screamer,ANSERIFORMES,Anhimidae,LC,Anhima
Chauna chavaria,Northern Screamer,ANSERIFORMES,Anhimidae,LC,Chauna
Chauna torquata,Southern Screamer,ANSERIFORMES,Anhimidae,LC,Chauna
Anseranas semipalmata,Magpie Goose,ANSERIFORMES,Anseranatidae,LC,Anseranas
Dendrocygna viduata,White-faced Whistling-duck,ANSERIFORMES,Anatidae,LC,Dendrocygna
Dendrocygna autumnalis,Black-bellied Whistling-duck,ANSERIFORMES,Anatidae,LC,Dendrocygna
Dendrocygna guttata,Spotted Whistling-duck,ANSERIFORMES,Anatidae,LC,Dendrocygna
Dendrocygna arborea,West Indian Whistling-duck,ANSERIFORMES,Anatidae,NT,Dendrocygna
Dendrocygna bicolor,Fulvous Whistling-duck,ANSERIFORMES,Anatidae,LC,Dendrocygna
Dendrocygna eytoni,Plumed Whistling-duck,ANSERIFORMES,Anatidae,LC,Dendrocygna
Dendrocygna arcuata,Wandering Whistling-duck,ANSERIFORMES,Anatidae,LC,Dendrocygna
Dendrocygna javanica,Lesser Whistling-duck,ANSERIFORMES,Anatidae,LC,Dendrocygna
Thalassornis leuconotus,White-backed Duck,ANSERIFORMES,Anatidae,LC,Thalassornis
Heteronetta atricapilla,Black-headed Duck,ANSERIFORMES,Anatidae,LC,Heteronetta
Nomonyx dominicus,Masked Duck,ANSERIFORMES,Anatidae,LC,Nomonyx
Oxyura jamaicensis,Ruddy Duck,ANSERIFORMES,Anatidae,LC,Oxyura
Oxyura ferruginea,Andean Duck,ANSERIFORMES,Anatidae,LC,Oxyura
Oxyura vittata,Lake Duck,ANSERIFORMES,Anatidae,LC,Oxyura
Oxyura australis,Blue-billed Duck,ANSERIFORMES,Anatidae,LC,Oxyura
Oxyura maccoa,Maccoa Duck,ANSERIFORMES,Anatidae,EN,Oxyura
Oxyura leucocephala,White-headed Duck,ANSERIFORMES,Anatidae,EN,Oxyura
Biziura lobata,Musk Duck,ANSERIFORMES,Anatidae,LC,Biziura
Malacorhynchus membranaceus,Pink-eared Duck,ANSERIFORMES,Anatidae,LC,Malacorhynchus
Stictonetta naevosa,Freckled Duck,ANSERIFORMES,Anatidae,LC,Stictonetta
Cereopsis novaehollandiae,Cape Barren Goose,ANSERIFORMES,Anatidae,LC,Cereopsis
Coscoroba coscoroba,Coscoroba Swan,ANSERIFORMES,Anatidae,LC,Coscoroba
Cygnus melancoryphus,Black-necked Swan,ANSERIFORMES,Anatidae,LC,Cygnus
Cygnus atratus,Black Swan,ANSERIFORMES,Anatidae,LC,Cygnus
Cygnus olor,Mute Swan,ANSERIFORMES,Anatidae,LC,Cygnus
Cygnus buccinator,Trumpeter Swan,ANSERIFORMES,Anatidae,LC,Cygnus
Cygnus cygnus,Whooper Swan,ANSERIFORMES,Anatidae,LC,Cygnus
Cygnus columbianus,Tundra Swan,ANSERIFORMES,Anatidae,LC,Cygnus
Branta bernicla,Brent Goose,ANSERIFORMES,Anatidae,LC,Branta
Branta leucopsis,Barnacle Goose,ANSERIFORMES,Anatidae,LC,Branta
Branta ruficollis,Red-breasted Goose,ANSERIFORMES,Anatidae,VU,Branta
Branta hutchinsii,Cackling Goose,ANSERIFORMES,Anatidae,LC,Branta
Branta canadensis,Canada Goose,ANSERIFORMES,Anatidae,LC,Branta
Branta sandvicensis,Hawaiian Goose,ANSERIFORMES,Anatidae,NT,Branta
Anser canagicus,Emperor Goose,ANSERIFORMES,Anatidae,LC,Anser
Anser caerulescens,Snow Goose,ANSERIFORMES,Anatidae,LC,Anser
Anser rossii,Ross's Goose,ANSERIFORMES,Anatidae,LC,Anser
Anser indicus,Bar-headed Goose,ANSERIFORMES,Anatidae,LC,Anser
Anser anser,Greylag Goose,ANSERIFORMES,Anatidae,LC,Anser
Anser cygnoid,Swan Goose,ANSERIFORMES,Anatidae,EN,Anser
Anser fabalis,Bean Goose,ANSERIFORMES,Anatidae,LC,Anser
Anser brachyrhynchus,Pink-footed Goose,ANSERIFORMES,Anatidae,LC,Anser
Anser albifrons,Greater White-fronted Goose,ANSERIFORMES,Anatidae,LC,Anser
Anser erythropus,Lesser White-fronted Goose,ANSERIFORMES,Anatidae,VU,Anser
Clangula hyemalis,Long-tailed Duck,ANSERIFORMES,Anatidae,VU,Clangula
Somateria fischeri,Spectacled Eider,ANSERIFORMES,Anatidae,NT,Somateria
Somateria spectabilis,King Eider,ANSERIFORMES,Anatidae,LC,Somateria
Somateria mollissima,Common Eider,ANSERIFORMES,Anatidae,NT,Somateria
Polysticta stelleri,Steller's Eider,ANSERIFORMES,Anatidae,VU,Polysticta
Melanitta perspicillata,Surf Scoter,ANSERIFORMES,Anatidae,LC,Melanitta
Melanitta fusca,Velvet Scoter,ANSERIFORMES,Anatidae,VU,Melanitta
Melanitta stejnegeri,Siberian Scoter,ANSERIFORMES,Anatidae,LC,Melanitta
Melanitta deglandi,White-winged Scoter,ANSERIFORMES,Anatidae,LC,Melanitta
Melanitta nigra,Common Scoter,ANSERIFORMES,Anatidae,LC,Melanitta
Melanitta americana,Black Scoter,ANSERIFORMES,Anatidae,NT,Melanitta
Bucephala albeola,Bufflehead,ANSERIFORMES,Anatidae,LC,Bucephala
Bucephala clangula,Common Goldeneye,ANSERIFORMES,Anatidae,LC,Bucephala
Bucephala islandica,Barrow's Goldeneye,ANSERIFORMES,Anatidae,LC,Bucephala
Mergellus albellus,Smew,ANSERIFORMES,Anatidae,LC,Mergellus
Lophodytes cucullatus,Hooded Merganser,ANSERIFORMES,Anatidae,LC,Lophodytes
Mergus merganser,Goosander,ANSERIFORMES,Anatidae,LC,Mergus
Mergus squamatus,Scaly-sided Merganser,ANSERIFORMES,Anatidae,EN,Mergus
Mergus serrator,Red-breasted Merganser,ANSERIFORMES,Anatidae,LC,Mergus
Mergus australis,New Zealand Merganser,ANSERIFORMES,Anatidae,EX,Mergus
Mergus octosetaceus,Brazilian Merganser,ANSERIFORMES,Anatidae,CR,Mergus
Histrionicus histrionicus,Harlequin Duck,ANSERIFORMES,Anatidae,LC,Histrionicus
Camptorhynchus labradorius,Labrador Duck,ANSERIFORMES,Anatidae,EX,Camptorhynchus
Neochen jubata,Orinoco Goose,ANSERIFORMES,Anatidae,NT,Neochen
Chloephaga melanoptera,Andean Goose,ANSERIFORMES,Anatidae,LC,Chloephaga
Chloephaga picta,Upland Goose,ANSERIFORMES,Anatidae,LC,Chloephaga
Chloephaga hybrida,Kelp Goose,ANSERIFORMES,Anatidae,LC,Chloephaga
Chloephaga poliocephala,Ashy-headed Goose,ANSERIFORMES,Anatidae,LC,Chloephaga
Chloephaga rubidiceps,Ruddy-headed Goose,ANSERIFORMES,Anatidae,LC,Chloephaga
Radjah radjah,Radjah Shelduck,ANSERIFORMES,Anatidae,LC,Radjah
Alopochen aegyptiaca,Egyptian Goose,ANSERIFORMES,Anatidae,LC,Alopochen
Alopochen mauritiana,Mauritius Shelduck,ANSERIFORMES,Anatidae,EX,Alopochen
Alopochen kervazoi,Reunion Shelduck,ANSERIFORMES,Anatidae,EX,Alopochen
Tadorna tadorna,Common Shelduck,ANSERIFORMES,Anatidae,LC,Tadorna
Tadorna ferruginea,Ruddy Shelduck,ANSERIFORMES,Anatidae,LC,Tadorna
Tadorna cana,South African Shelduck,ANSERIFORMES,Anatidae,LC,Tadorna
Tadorna tadornoides,Australian Shelduck,ANSERIFORMES,Anatidae,LC,Tadorna
Tadorna variegata,Paradise Shelduck,ANSERIFORMES,Anatidae,LC,Tadorna
Tadorna cristata,Crested Shelduck,ANSERIFORMES,Anatidae,CR,Tadorna
Plectropterus gambensis,Spur-winged Goose,ANSERIFORMES,Anatidae,LC,Plectropterus
Cairina moschata,Muscovy Duck,ANSERIFORMES,Anatidae,LC,Cairina
Sarkidiornis sylvicola,Comb Duck,ANSERIFORMES,Anatidae,LC,Sarkidiornis
Sarkidiornis melanotos,Knob-billed Duck,ANSERIFORMES,Anatidae,LC,Sarkidiornis
Nettapus auritus,African Pygmy-goose,ANSERIFORMES,Anatidae,LC,Nettapus
Nettapus coromandelianus,Cotton Pygmy-goose,ANSERIFORMES,Anatidae,LC,Nettapus
Nettapus pulchellus,Green Pygmy-goose,ANSERIFORMES,Anatidae,LC,Nettapus
Callonetta leucophrys,Ringed Teal,ANSERIFORMES,Anatidae,LC,Callonetta
Aix sponsa,Wood Duck,ANSERIFORMES,Anatidae,LC,Aix
Aix galericulata,Mandarin Duck,ANSERIFORMES,Anatidae,LC,Aix
Chenonetta jubata,Maned Duck,ANSERIFORMES,Anatidae,LC,Chenonetta
Chenonetta finschi,Finsch's Duck,ANSERIFORMES,Anatidae,EX,Chenonetta
Hymenolaimus malacorhynchos,Blue Duck,ANSERIFORMES,Anatidae,EN,Hymenolaimus
Merganetta armata,Torrent Duck,ANSERIFORMES,Anatidae,LC,Merganetta
Pteronetta hartlaubii,Hartlaub's Duck,ANSERIFORMES,Anatidae,LC,Pteronetta
Cyanochen cyanoptera,Blue-winged Goose,ANSERIFORMES,Anatidae,NT,Cyanochen
Marmaronetta angustirostris,Marbled Duck,ANSERIFORMES,Anatidae,NT,Marmaronetta
Asarcornis scutulata,White-winged Duck,ANSERIFORMES,Anatidae,CR,Asarcornis
Netta rufina,Red-crested Pochard,ANSERIFORMES,Anatidae,LC,Netta
Netta peposaca,Rosy-billed Pochard,ANSERIFORMES,Anatidae,LC,Netta
Netta erythrophthalma,Southern Pochard,ANSERIFORMES,Anatidae,LC,Netta
Aythya ferina,Common Pochard,ANSERIFORMES,Anatidae,VU,Aythya
Aythya americana,Redhead,ANSERIFORMES,Anatidae,LC,Aythya
Aythya valisineria,Canvasback,ANSERIFORMES,Anatidae,LC,Aythya
Aythya australis,Hardhead,ANSERIFORMES,Anatidae,LC,Aythya
Aythya innotata,Madagascar Pochard,ANSERIFORMES,Anatidae,CR,Aythya
Aythya baeri,Baer's Pochard,ANSERIFORMES,Anatidae,CR,Aythya
Aythya nyroca,Ferruginous Duck,ANSERIFORMES,Anatidae,NT,Aythya
Aythya novaeseelandiae,New Zealand Scaup,ANSERIFORMES,Anatidae,LC,Aythya
Aythya collaris,Ring-necked Duck,ANSERIFORMES,Anatidae,LC,Aythya
Aythya fuligula,Tufted Duck,ANSERIFORMES,Anatidae,LC,Aythya
Aythya marila,Greater Scaup,ANSERIFORMES,Anatidae,LC,Aythya
Aythya affinis,Lesser Scaup,ANSERIFORMES,Anatidae,LC,Aythya
Rhodonessa caryophyllacea,Pink-headed Duck,ANSERIFORMES,Anatidae,CR,Rhodonessa
Salvadorina waigiuensis,Salvadori's Teal,ANSERIFORMES,Anatidae,LC,Salvadorina
Tachyeres patachonicus,Flying Steamerduck,ANSERIFORMES,Anatidae,LC,Tachyeres
Tachyeres leucocephalus,White-headed Steamerduck,ANSERIFORMES,Anatidae,VU,Tachyeres
Tachyeres pteneres,Magellanic Steamerduck,ANSERIFORMES,Anatidae,LC,Tachyeres
Tachyeres brachypterus,Falkland Steamerduck,ANSERIFORMES,Anatidae,LC,Tachyeres
Lophonetta specularioides,Crested Duck,ANSERIFORMES,Anatidae,LC,Lophonetta
Speculanas specularis,Spectacled Duck,ANSERIFORMES,Anatidae,NT,Speculanas
Amazonetta brasiliensis,Brazilian Teal,ANSERIFORMES,Anatidae,LC,Amazonetta
Spatula querquedula,Garganey,ANSERIFORMES,Anatidae,LC,Spatula
Spatula hottentota,Blue-billed Teal,ANSERIFORMES,Anatidae,LC,Spatula
Spatula puna,Puna Teal,ANSERIFORMES,Anatidae,LC,Spatula
Spatula versicolor,Silver Teal,ANSERIFORMES,Anatidae,LC,Spatula
Spatula platalea,Red Shoveler,ANSERIFORMES,Anatidae,LC,Spatula
Spatula smithii,Cape Shoveler,ANSERIFORMES,Anatidae,LC,Spatula
Spatula rhynchotis,Australasian Shoveler,ANSERIFORMES,Anatidae,LC,Spatula
Spatula clypeata,Northern Shoveler,ANSERIFORMES,Anatidae,LC,Spatula
Spatula cyanoptera,Cinnamon Teal,ANSERIFORMES,Anatidae,LC,Spatula
Spatula discors,Blue-winged Teal,ANSERIFORMES,Anatidae,LC,Spatula
Sibirionetta formosa,Baikal Teal,ANSERIFORMES,Anatidae,LC,Sibirionetta
Mareca falcata,Falcated Duck,ANSERIFORMES,Anatidae,LC,Mareca
Mareca strepera,Gadwall,ANSERIFORMES,Anatidae,LC,Mareca
Mareca penelope,Eurasian Wigeon,ANSERIFORMES,Anatidae,LC,Mareca
Mareca americana,American Wigeon,ANSERIFORMES,Anatidae,LC,Mareca
Mareca sibilatrix,Chiloe Wigeon,ANSERIFORMES,Anatidae,LC,Mareca
Anas sparsa,African Black Duck,ANSERIFORMES,Anatidae,LC,Anas
Anas undulata,Yellow-billed Duck,ANSERIFORMES,Anatidae,LC,Anas
Anas melleri,Meller's Duck,ANSERIFORMES,Anatidae,EN,Anas
Anas superciliosa,Pacific Black Duck,ANSERIFORMES,Anatidae,LC,Anas
Anas luzonica,Philippine Duck,ANSERIFORMES,Anatidae,VU,Anas
Anas zonorhyncha,Eastern Spot-billed Duck,ANSERIFORMES,Anatidae,LC,Anas
Anas poecilorhyncha,Indian Spot-billed Duck,ANSERIFORMES,Anatidae,LC,Anas
Anas laysanensis,Laysan Duck,ANSERIFORMES,Anatidae,CR,Anas
Anas platyrhynchos,Mallard,ANSERIFORMES,Anatidae,LC,Anas
Anas rubripes,American Black Duck,ANSERIFORMES,Anatidae,LC,Anas
Anas fulvigula,Mottled Duck,ANSERIFORMES,Anatidae,LC,Anas
Anas wyvilliana,Hawaiian Duck,ANSERIFORMES,Anatidae,VU,Anas
Anas theodori,Mauritius Duck,ANSERIFORMES,Anatidae,EX,Anas
Anas albogularis,Andaman Teal,ANSERIFORMES,Anatidae,NT,Anas
Anas gibberifrons,Sunda Teal,ANSERIFORMES,Anatidae,NT,Anas
Anas gracilis,Grey Teal,ANSERIFORMES,Anatidae,LC,Anas
Anas castanea,Chestnut Teal,ANSERIFORMES,Anatidae,LC,Anas
Anas chlorotis,Brown Teal,ANSERIFORMES,Anatidae,NT,Anas
Anas aucklandica,Auckland Teal,ANSERIFORMES,Anatidae,NT,Anas
Anas nesiotis,Campbell Teal,ANSERIFORMES,Anatidae,VU,Anas
Anas bernieri,Madagascar Teal,ANSERIFORMES,Anatidae,EN,Anas
Anas capensis,Cape Teal,ANSERIFORMES,Anatidae,LC,Anas
Anas bahamensis,White-cheeked Pintail,ANSERIFORMES,Anatidae,LC,Anas
Anas erythrorhyncha,Red-billed Teal,ANSERIFORMES,Anatidae,LC,Anas
Anas acuta,Northern Pintail,ANSERIFORMES,Anatidae,LC,Anas
Anas eatoni,Southern Pintail,ANSERIFORMES,Anatidae,VU,Anas
Anas marecula,Amsterdam Duck,ANSERIFORMES,Anatidae,EX,Anas
Anas georgica,Yellow-billed Pintail,ANSERIFORMES,Anatidae,LC,Anas
Anas crecca,Common Teal,ANSERIFORMES,Anatidae,LC,Anas
Anas carolinensis,Green-winged Teal,ANSERIFORMES,Anatidae,LC,Anas
Anas andium,Andean Teal,ANSERIFORMES,Anatidae,LC,Anas
Anas flavirostris,Yellow-billed Teal,ANSERIFORMES,Anatidae,LC,Anas
Tachybaptus ruficollis,Little Grebe,PODICIPEDIFORMES,Podicipedidae,LC,Tachybaptus
Tachybaptus novaehollandiae,Australasian Grebe,PODICIPEDIFORMES,Podicipedidae,LC,Tachybaptus
Tachybaptus pelzelnii,Madagascar Grebe,PODICIPEDIFORMES,Podicipedidae,EN,Tachybaptus
Tachybaptus rufolavatus,Alaotra Grebe,PODICIPEDIFORMES,Podicipedidae,EX,Tachybaptus
Tachybaptus dominicus,Least Grebe,PODICIPEDIFORMES,Podicipedidae,LC,Tachybaptus
Podilymbus podiceps,Pied-billed Grebe,PODICIPEDIFORMES,Podicipedidae,LC,Podilymbus
Podilymbus gigas,Atitlan Grebe,PODICIPEDIFORMES,Podicipedidae,EX,Podilymbus
Rollandia rolland,White-tufted Grebe,PODICIPEDIFORMES,Podicipedidae,LC,Rollandia
Rollandia microptera,Titicaca Grebe,PODICIPEDIFORMES,Podicipedidae,EN,Rollandia
Poliocephalus poliocephalus,Hoary-headed Grebe,PODICIPEDIFORMES,Podicipedidae,LC,Poliocephalus
Poliocephalus rufopectus,New Zealand Grebe,PODICIPEDIFORMES,Podicipedidae,LC,Poliocephalus
Podiceps major,Great Grebe,PODICIPEDIFORMES,Podicipedidae,LC,Podiceps
Podiceps grisegena,Red-necked Grebe,PODICIPEDIFORMES,Podicipedidae,LC,Podiceps
Podiceps cristatus,Great Crested Grebe,PODICIPEDIFORMES,Podicipedidae,LC,Podiceps
Podiceps auritus,Horned Grebe,PODICIPEDIFORMES,Podicipedidae,VU,Podiceps
Podiceps nigricollis,Black-necked Grebe,PODICIPEDIFORMES,Podicipedidae,LC,Podiceps
Podiceps andinus,Colombian Grebe,PODICIPEDIFORMES,Podicipedidae,EX,Podiceps
Podiceps juninensis,Northern Silvery Grebe,PODICIPEDIFORMES,Podicipedidae,NT,Podiceps
Podiceps occipitalis,Southern Silvery Grebe,PODICIPEDIFORMES,Podicipedidae,LC,Podiceps
Podiceps taczanowskii,Junin Grebe,PODICIPEDIFORMES,Podicipedidae,EN,Podiceps
Podiceps gallardoi,Hooded Grebe,PODICIPEDIFORMES,Podicipedidae,CR,Podiceps
Aechmophorus occidentalis,Western Grebe,PODICIPEDIFORMES,Podicipedidae,LC,Aechmophorus
Aechmophorus clarkii,Clark's Grebe,PODICIPEDIFORMES,Podicipedidae,LC,Aechmophorus
Phoenicopterus roseus,Greater Flamingo,PHOENICOPTERIFORMES,Phoenicopteridae,LC,Phoenicopterus
Phoenicopterus ruber,American Flamingo,PHOENICOPTERIFORMES,Phoenicopteridae,LC,Phoenicopterus
Phoenicopterus chilensis,Chilean Flamingo,PHOENICOPTERIFORMES,Phoenicopteridae,NT,Phoenicopterus
Phoeniconaias minor,Lesser Flamingo,PHOENICOPTERIFORMES,Phoenicopteridae,NT,Phoeniconaias
Phoenicoparrus andinus,Andean Flamingo,PHOENICOPTERIFORMES,Phoenicopteridae,VU,Phoenicoparrus
Phoenicoparrus jamesi,Puna Flamingo,PHOENICOPTERIFORMES,Phoenicopteridae,NT,Phoenicoparrus
Phaethon aethereus,Red-billed Tropicbird,PHAETHONTIFORMES,Phaethontidae,LC,Phaethon
Phaethon rubricauda,Red-tailed Tropicbird,PHAETHONTIFORMES,Phaethontidae,LC,Phaethon
Phaethon lepturus,White-tailed Tropicbird,PHAETHONTIFORMES,Phaethontidae,LC,Phaethon
Rhynochetos jubatus,Kagu,EURYPYGIFORMES,Rhynochetidae,EN,Rhynochetos
Eurypyga helias,Sunbittern,EURYPYGIFORMES,Eurypygidae,LC,Eurypyga
Mesitornis variegatus,White-breasted Mesite,MESITORNITHIFORMES,Mesitornithidae,VU,Mesitornis
Mesitornis unicolor,Brown Mesite,MESITORNITHIFORMES,Mesitornithidae,VU,Mesitornis
Monias benschi,Subdesert Mesite,MESITORNITHIFORMES,Mesitornithidae,VU,Monias
Columba livia,Rock Dove,COLUMBIFORMES,Columbidae,LC,Columba
Columba rupestris,Hill Pigeon,COLUMBIFORMES,Columbidae,LC,Columba
Columba leuconota,Snow Pigeon,COLUMBIFORMES,Columbidae,LC,Columba
Columba guinea,Speckled Pigeon,COLUMBIFORMES,Columbidae,LC,Columba
Columba albitorques,White-collared Pigeon,COLUMBIFORMES,Columbidae,LC,Columba
Columba oenas,Stock Dove,COLUMBIFORMES,Columbidae,LC,Columba
Columba eversmanni,Yellow-eyed Pigeon,COLUMBIFORMES,Columbidae,VU,Columba
Columba oliviae,Somali Pigeon,COLUMBIFORMES,Columbidae,LC,Columba
Columba palumbus,Common Woodpigeon,COLUMBIFORMES,Columbidae,LC,Columba
Columba trocaz,Madeira Laurel-pigeon,COLUMBIFORMES,Columbidae,LC,Columba
Columba bollii,Dark-tailed Laurel-pigeon,COLUMBIFORMES,Columbidae,LC,Columba
Columba junoniae,White-tailed Laurel-pigeon,COLUMBIFORMES,Columbidae,NT,Columba
Columba unicincta,Afep Pigeon,COLUMBIFORMES,Columbidae,LC,Columba
Columba arquatrix,African Olive-pigeon,COLUMBIFORMES,Columbidae,LC,Columba
Columba sjostedti,Cameroon Olive-pigeon,COLUMBIFORMES,Columbidae,LC,Columba
Columba thomensis,Sao Tome Olive-pigeon,COLUMBIFORMES,Columbidae,EN,Columba
Columba pollenii,Comoro Olive-pigeon,COLUMBIFORMES,Columbidae,NT,Columba
Columba hodgsonii,Speckled Woodpigeon,COLUMBIFORMES,Columbidae,LC,Columba
Columba albinucha,White-naped Pigeon,COLUMBIFORMES,Columbidae,LC,Columba
